seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	distanceToTES	feature	min_dist	min_region	feature2
Chr5	2542206	2542206	1	*	all_cutsites_peak_27740	.	.	Promoter	5	2542246	2543646	1401	1	AT5G07960	-40	-1440	Promoter	-40	TSS	TSS
Chr5	2543583	2543583	1	*	all_cutsites_peak_27741	.	.	3' UTR	5	2542246	2543646	1401	1	AT5G07960	1337	-63	3' UTR	-63	TES	TES
Chr5	2548863	2548863	1	*	all_cutsites_peak_27742	.	.	Promoter	5	2543742	2548829	5088	2	AT5G07970	-34	-5121	Promoter	-34	TSS	TSS
Chr5	2555689	2555689	1	*	all_cutsites_peak_27743	.	.	Promoter	5	2555422	2555723	302	1	AT5G01455	267	-34	Promoter	-34	TES	TES
Chr5	2557703	2557703	1	*	all_cutsites_peak_27744	.	.	Distal Intergenic	5	2555553	2555911	359	2	AT5G01465	-1792	-2150	Distal Intergenic	-1792	TSS	Intergenic
Chr5	2562201	2562201	1	*	all_cutsites_peak_27745	.	.	Exon (AT5G07990.1/AT5G07990, exon 3 of 4)	5	2560328	2563137	2810	1	AT5G07990	1873	-936	Exon	-936	TES	Gene Body
Chr5	2565546	2565546	1	*	all_cutsites_peak_27746	.	.	3' UTR	5	2563366	2565547	2182	1	AT5G08000	2180	-1	3' UTR	-1	TES	TES
Chr5	2569059	2569059	1	*	all_cutsites_peak_27747	.	.	Promoter	5	2569098	2571877	2780	1	AT5G08010	-39	-2818	Promoter	-39	TSS	TSS
Chr5	2578260	2578260	1	*	all_cutsites_peak_27748	.	.	Promoter	5	2577006	2578310	1305	2	AT5G08040	50	-1254	Promoter	50	TSS	TSS
Chr5	2580387	2580387	1	*	all_cutsites_peak_27749	.	.	Promoter	5	2580422	2582817	2396	1	AT5G08060	-35	-2430	Promoter	-35	TSS	TSS
Chr5	2588053	2588053	1	*	all_cutsites_peak_27750	.	.	Promoter	5	2588160	2591406	3247	1	AT5G08080	-107	-3353	Promoter	-107	TSS	TSS
Chr5	2591595	2591595	1	*	all_cutsites_peak_27751	.	.	Promoter	5	2591711	2592899	1189	1	AT5G08090	-116	-1304	Promoter	-116	TSS	TSS
Chr5	2593013	2593013	1	*	all_cutsites_peak_27752	.	.	3' UTR	5	2592976	2594701	1726	2	AT5G08100	1688	-37	3' UTR	-37	TES	TES
Chr5	2594604	2594604	1	*	all_cutsites_peak_27753	.	.	Promoter	5	2592976	2594701	1726	2	AT5G08100	97	-1628	Promoter	97	TSS	TSS
Chr5	2600266	2600266	1	*	all_cutsites_peak_27754	.	.	Promoter	5	2594716	2600192	5477	2	AT5G08110	-74	-5550	Promoter	-74	TSS	TSS
Chr5	2602894	2602894	1	*	all_cutsites_peak_27755	.	.	Promoter	5	2600443	2602935	2493	2	AT5G08120	41	-2451	Promoter	41	TSS	TSS
Chr5	2606200	2606200	1	*	all_cutsites_peak_27756	.	.	3' UTR	5	2606002	2610250	4249	2	AT5G08130	4050	-198	3' UTR	-198	TES	TES
Chr5	2609198	2609198	1	*	all_cutsites_peak_27757	.	.	Intron (AT5G08130.3/AT5G08130, intron 3 of 11)	5	2606002	2610250	4249	2	AT5G08130	1052	-3196	Intron	1052	TSS	Gene Body
Chr5	2611355	2611355	1	*	all_cutsites_peak_27758	.	.	Distal Intergenic	5	2606002	2610250	4249	2	AT5G08130	-1105	-5353	Distal Intergenic	-1105	TSS	Intergenic
Chr5	2611685	2611685	1	*	all_cutsites_peak_27759	.	.	Distal Intergenic	5	2606002	2610250	4249	2	AT5G08130	-1435	-5683	Distal Intergenic	-1435	TSS	Intergenic
Chr5	2612902	2612902	1	*	all_cutsites_peak_27760	.	.	Distal Intergenic	5	2614581	2614942	362	2	AT5G01475	2040	1679	Distal Intergenic	1679	TES	Intergenic
Chr5	2614753	2614753	1	*	all_cutsites_peak_27761	.	.	Promoter	5	2614581	2614942	362	2	AT5G01475	189	-172	Promoter	-172	TES	TES
Chr5	2615803	2615803	1	*	all_cutsites_peak_27762	.	.	Promoter	5	2616134	2617951	1818	1	AT5G08139	-331	-2148	Promoter	-331	TSS	TSS
Chr5	2628209	2628209	1	*	all_cutsites_peak_27763	.	.	Promoter	5	2625559	2628205	2647	2	AT5G08160	-4	-2650	Promoter	-4	TSS	TSS
Chr5	2628553	2628553	1	*	all_cutsites_peak_27764	.	.	3' UTR	5	2628300	2631295	2996	2	AT5G08170	2742	-253	3' UTR	-253	TES	TES
Chr5	2631299	2631299	1	*	all_cutsites_peak_27765	.	.	Promoter	5	2628300	2631295	2996	2	AT5G08170	-4	-2999	Promoter	-4	TSS	TSS
Chr5	2633526	2633526	1	*	all_cutsites_peak_27766	.	.	Promoter	5	2631516	2633890	2375	2	AT5G08180	364	-2010	Promoter	364	TSS	TSS
Chr5	2635801	2635801	1	*	all_cutsites_peak_27767	.	.	Promoter	5	2635832	2637433	1602	1	AT5G08190	-31	-1632	Promoter	-31	TSS	TSS
Chr5	2637548	2637548	1	*	all_cutsites_peak_27768	.	.	Promoter	5	2637988	2640936	2949	1	AT5G08200	-440	-3388	Promoter	-440	TSS	TSS
Chr5	2641002	2641002	1	*	all_cutsites_peak_27769	.	.	Downstream (<=300bp)	5	2641426	2641674	249	2	AT5G08210	672	424	Downstream (<=300bp)	424	TES	TES
Chr5	2650162	2650162	1	*	all_cutsites_peak_27770	.	.	Promoter	5	2641394	2650125	8732	2	AT5G08230	-37	-8768	Promoter	-37	TSS	TSS
Chr5	2651306	2651306	1	*	all_cutsites_peak_27771	.	.	3' UTR	5	2650837	2652535	1699	2	AT5G08240	1229	-469	3' UTR	-469	TES	TES
Chr5	2652504	2652504	1	*	all_cutsites_peak_27772	.	.	Promoter	5	2650837	2652535	1699	2	AT5G08240	31	-1667	Promoter	31	TSS	TSS
Chr5	2653391	2653391	1	*	all_cutsites_peak_27773	.	.	Distal Intergenic	5	2650837	2652535	1699	2	AT5G08240	-856	-2554	Distal Intergenic	-856	TSS	Intergenic
Chr5	2656507	2656507	1	*	all_cutsites_peak_27774	.	.	Distal Intergenic	5	2657054	2661437	4384	1	AT5G08260	-547	-4930	Distal Intergenic	-547	TSS	Intergenic
Chr5	2658222	2658222	1	*	all_cutsites_peak_27775	.	.	Intron (AT5G08260.1/AT5G08260, intron 1 of 7)	5	2657054	2661437	4384	1	AT5G08260	1168	-3215	Intron	1168	TSS	Gene Body
Chr5	2661596	2661596	1	*	all_cutsites_peak_27776	.	.	Promoter	5	2661642	2663627	1986	1	AT5G08270	-46	-2031	Promoter	-46	TSS	TSS
Chr5	2665824	2665824	1	*	all_cutsites_peak_27777	.	.	Promoter	5	2663499	2665826	2328	2	AT5G08280	2	-2325	Promoter	2	TSS	TSS
Chr5	2667423	2667423	1	*	all_cutsites_peak_27778	.	.	Promoter	5	2667361	2669923	2563	1	AT5G08300	62	-2500	Promoter	62	TSS	TSS
Chr5	2671891	2671891	1	*	all_cutsites_peak_27779	.	.	Promoter	5	2669944	2671782	1839	2	AT5G08305	-109	-1947	Promoter	-109	TSS	TSS
Chr5	2675436	2675436	1	*	all_cutsites_peak_27780	.	.	Promoter	5	2671987	2675396	3410	2	AT5G08310	-40	-3449	Promoter	-40	TSS	TSS
Chr5	2676973	2676973	1	*	all_cutsites_peak_27781	.	.	Promoter	5	2677037	2678819	1783	1	AT5G08320	-64	-1846	Promoter	-64	TSS	TSS
Chr5	2680374	2680374	1	*	all_cutsites_peak_27782	.	.	Promoter	5	2680401	2681993	1593	1	AT5G08330	-27	-1619	Promoter	-27	TSS	TSS
Chr5	2682131	2682131	1	*	all_cutsites_peak_27783	.	.	Promoter	5	2681996	2683780	1785	1	AT5G08335	135	-1649	Promoter	135	TSS	TSS
Chr5	2683794	2683794	1	*	all_cutsites_peak_27784	.	.	Promoter	5	2683782	2687416	3635	1	AT5G08340	12	-3622	Promoter	12	TSS	TSS
Chr5	2687968	2687968	1	*	all_cutsites_peak_27785	.	.	Promoter	5	2685712	2687476	1765	2	AT5G08350	-492	-2256	Promoter	-492	TSS	TSS
Chr5	2689475	2689475	1	*	all_cutsites_peak_27786	.	.	Promoter	5	2689540	2690974	1435	1	AT5G08360	-65	-1499	Promoter	-65	TSS	TSS
Chr5	2693679	2693679	1	*	all_cutsites_peak_27787	.	.	Promoter	5	2690879	2693585	2707	2	AT5G08370	-94	-2800	Promoter	-94	TSS	TSS
Chr5	2694605	2694605	1	*	all_cutsites_peak_27788	.	.	Distal Intergenic	5	2690879	2693585	2707	2	AT5G08370	-1020	-3726	Distal Intergenic	-1020	TSS	Intergenic
Chr5	2698725	2698725	1	*	all_cutsites_peak_27789	.	.	Promoter	5	2699158	2699784	627	1	AT5G08391	-433	-1059	Promoter	-433	TSS	TSS
Chr5	2700961	2700961	1	*	all_cutsites_peak_27790	.	.	Promoter	5	2700959	2707273	6315	1	AT5G08390	2	-6312	Promoter	2	TSS	TSS
Chr5	2709111	2709111	1	*	all_cutsites_peak_27791	.	.	Promoter	5	2706458	2708946	2489	2	AT5G08400	-165	-2653	Promoter	-165	TSS	TSS
Chr5	2710670	2710670	1	*	all_cutsites_peak_27792	.	.	Promoter	5	2709787	2710598	812	2	AT5G08410	-72	-883	Promoter	-72	TSS	TSS
Chr5	2713295	2713295	1	*	all_cutsites_peak_27793	.	.	Promoter	5	2710781	2713255	2475	2	AT5G08415	-40	-2514	Promoter	-40	TSS	TSS
Chr5	2716575	2716575	1	*	all_cutsites_peak_27794	.	.	Promoter	5	2716313	2720442	4130	1	AT5G08430	262	-3867	Promoter	262	TSS	TSS
Chr5	2720383	2720383	1	*	all_cutsites_peak_27795	.	.	3' UTR	5	2716313	2720442	4130	1	AT5G08430	4070	-59	3' UTR	-59	TES	TES
Chr5	2727377	2727377	1	*	all_cutsites_peak_27796	.	.	Downstream (<=300bp)	5	2727613	2732925	5313	2	AT5G08450	5548	236	Downstream (<=300bp)	236	TES	TES
Chr5	2732973	2732973	1	*	all_cutsites_peak_27797	.	.	Promoter	5	2727613	2732925	5313	2	AT5G08450	-48	-5360	Promoter	-48	TSS	TSS
Chr5	2735841	2735841	1	*	all_cutsites_peak_27798	.	.	Promoter	5	2735911	2743065	7155	1	AT5G08470	-70	-7224	Promoter	-70	TSS	TSS
Chr5	2743372	2743372	1	*	all_cutsites_peak_27799	.	.	Promoter	5	2743319	2745111	1793	1	AT5G08480	53	-1739	Promoter	53	TSS	TSS
Chr5	2748129	2748129	1	*	all_cutsites_peak_27800	.	.	Promoter	5	2748133	2751888	3756	1	AT5G08500	-4	-3759	Promoter	-4	TSS	TSS
Chr5	2753029	2753029	1	*	all_cutsites_peak_27801	.	.	Promoter	5	2752992	2755749	2758	1	AT5G08510	37	-2720	Promoter	37	TSS	TSS
Chr5	2758891	2758891	1	*	all_cutsites_peak_27802	.	.	Promoter	5	2755144	2758540	3397	2	AT5G08520	-351	-3747	Promoter	-351	TSS	TSS
Chr5	2761951	2761951	1	*	all_cutsites_peak_27803	.	.	Promoter	5	2759317	2762019	2703	2	AT5G08530	68	-2634	Promoter	68	TSS	TSS
Chr5	2763785	2763785	1	*	all_cutsites_peak_27804	.	.	Promoter	5	2763823	2765734	1912	1	AT5G08540	-38	-1949	Promoter	-38	TSS	TSS
Chr5	2775809	2775809	1	*	all_cutsites_peak_27805	.	.	Promoter	5	2775897	2777474	1578	1	AT5G08565	-88	-1665	Promoter	-88	TSS	TSS
Chr5	2778052	2778052	1	*	all_cutsites_peak_27806	.	.	Promoter	5	2778000	2780581	2582	1	AT5G08570	52	-2529	Promoter	52	TSS	TSS
Chr5	2783269	2783269	1	*	all_cutsites_peak_27807	.	.	Promoter	5	2783168	2786113	2946	1	AT5G08590	101	-2844	Promoter	101	TSS	TSS
Chr5	2786179	2786179	1	*	all_cutsites_peak_27808	.	.	Promoter	5	2786177	2790241	4065	1	AT5G08600	2	-4062	Promoter	2	TSS	TSS
Chr5	2790066	2790066	1	*	all_cutsites_peak_27809	.	.	Exon (AT5G08600.2/AT5G08600, exon 12 of 12)	5	2786177	2790241	4065	1	AT5G08600	3889	-175	Exon	-175	TES	TES
Chr5	2794391	2794391	1	*	all_cutsites_peak_27810	.	.	Promoter	5	2794388	2797760	3373	1	AT5G08620	3	-3369	Promoter	3	TSS	TSS
Chr5	2797832	2797832	1	*	all_cutsites_peak_27811	.	.	Downstream (<=300bp)	5	2794388	2797760	3373	1	AT5G08620	3444	72	Downstream (<=300bp)	72	TES	TES
Chr5	2803319	2803319	1	*	all_cutsites_peak_27812	.	.	Promoter	5	2798010	2803205	5196	2	AT5G08630	-114	-5309	Promoter	-114	TSS	TSS
Chr5	2805621	2805621	1	*	all_cutsites_peak_27813	.	.	Downstream (<=300bp)	5	2803833	2805606	1774	1	AT5G08640	1788	15	Downstream (<=300bp)	15	TES	TES
Chr5	2813446	2813446	1	*	all_cutsites_peak_27814	.	.	Promoter	5	2806302	2813602	7301	2	AT5G08650	156	-7144	Promoter	156	TSS	TSS
Chr5	2818019	2818019	1	*	all_cutsites_peak_27815	.	.	3' UTR	5	2813870	2818139	4270	1	AT5G08660	4149	-120	3' UTR	-120	TES	TES
Chr5	2821267	2821267	1	*	all_cutsites_peak_27816	.	.	Promoter	5	2818091	2821251	3161	2	AT5G08670	-16	-3176	Promoter	-16	TSS	TSS
Chr5	2825652	2825652	1	*	all_cutsites_peak_27817	.	.	Promoter	5	2825661	2828806	3146	1	AT5G08690	-9	-3154	Promoter	-9	TSS	TSS
Chr5	2828841	2828841	1	*	all_cutsites_peak_27818	.	.	Promoter	5	2829193	2834695	5503	1	AT5G08695	-352	-5854	Promoter	-352	TSS	TSS
Chr5	2848482	2848482	1	*	all_cutsites_peak_27819	.	.	3' UTR	5	2848352	2851534	3183	2	AT5G08740	3052	-130	3' UTR	-130	TES	TES
Chr5	2851498	2851498	1	*	all_cutsites_peak_27820	.	.	Promoter	5	2848352	2851534	3183	2	AT5G08740	36	-3146	Promoter	36	TSS	TSS
Chr5	2855438	2855438	1	*	all_cutsites_peak_27821	.	.	Exon (AT5G08760.1/AT5G08760, exon 3 of 3)	5	2854857	2855617	761	1	AT5G08760	581	-179	Exon	-179	TES	TES
Chr5	2856653	2856653	1	*	all_cutsites_peak_27822	.	.	Promoter	5	2855638	2856567	930	2	AT5G08770	-86	-1015	Promoter	-86	TSS	TSS
Chr5	2860485	2860485	1	*	all_cutsites_peak_27823	.	.	Promoter	5	2858849	2860558	1710	2	AT5G08790	73	-1636	Promoter	73	TSS	TSS
Chr5	2869219	2869219	1	*	all_cutsites_peak_27824	.	.	Downstream (<=300bp)	5	2869266	2871322	2057	2	AT5G09225	2103	47	Downstream (<=300bp)	47	TES	TES
Chr5	2871283	2871283	1	*	all_cutsites_peak_27825	.	.	Promoter	5	2869266	2871322	2057	2	AT5G09225	39	-2017	Promoter	39	TSS	TSS
Chr5	2874934	2874934	1	*	all_cutsites_peak_27826	.	.	Promoter	5	2873660	2874989	1330	2	AT5G09240	55	-1274	Promoter	55	TSS	TSS
Chr5	2876636	2876636	1	*	all_cutsites_peak_27827	.	.	Promoter	5	2875136	2876609	1474	2	AT5G09250	-27	-1500	Promoter	-27	TSS	TSS
Chr5	2878837	2878837	1	*	all_cutsites_peak_27828	.	.	Promoter	5	2878826	2880881	2056	1	AT5G09270	11	-2044	Promoter	11	TSS	TSS
Chr5	2880544	2880544	1	*	all_cutsites_peak_27829	.	.	3' UTR	5	2878826	2880881	2056	1	AT5G09270	1718	-337	3' UTR	-337	TES	TES
Chr5	2882260	2882260	1	*	all_cutsites_peak_27830	.	.	Promoter	5	2882302	2884229	1928	1	AT5G09290	-42	-1969	Promoter	-42	TSS	TSS
Chr5	2886982	2886982	1	*	all_cutsites_peak_27831	.	.	3' UTR	5	2886897	2888553	1657	2	AT5G09310	1571	-85	3' UTR	-85	TES	TES
Chr5	2888533	2888533	1	*	all_cutsites_peak_27832	.	.	Promoter	5	2886897	2888553	1657	2	AT5G09310	20	-1636	Promoter	20	TSS	TSS
Chr5	2889956	2889956	1	*	all_cutsites_peak_27833	.	.	Promoter	5	2888659	2889953	1295	2	AT5G09315	-3	-1297	Promoter	-3	TSS	TSS
Chr5	2892956	2892956	1	*	all_cutsites_peak_27834	.	.	Exon (AT5G09330.1/AT5G09330, exon 5 of 5)	5	2892338	2895480	3143	2	AT5G09330	2524	-618	Exon	-618	TES	Gene Body
Chr5	2895426	2895426	1	*	all_cutsites_peak_27835	.	.	Promoter	5	2892338	2895480	3143	2	AT5G09330	54	-3088	Promoter	54	TSS	TSS
Chr5	2898983	2898983	1	*	all_cutsites_peak_27836	.	.	Promoter	5	2898867	2898950	84	2	AT5G09345	-33	-116	Promoter	-33	TSS	TSS
Chr5	2906211	2906211	1	*	all_cutsites_peak_27837	.	.	Promoter	5	2899001	2906160	7160	2	AT5G09350	-51	-7210	Promoter	-51	TSS	TSS
Chr5	2907319	2907319	1	*	all_cutsites_peak_27838	.	.	Exon (AT5G09360.1/AT5G09360, exon 5 of 6)	5	2906426	2908658	2233	2	AT5G09360	1339	-893	Exon	-893	TES	Gene Body
Chr5	2913384	2913384	1	*	all_cutsites_peak_27839	.	.	Promoter	5	2911177	2913324	2148	2	AT5G09380	-60	-2207	Promoter	-60	TSS	TSS
Chr5	2916120	2916120	1	*	all_cutsites_peak_27840	.	.	Promoter	5	2916151	2920823	4673	1	AT5G09400	-31	-4703	Promoter	-31	TSS	TSS
Chr5	2921232	2921232	1	*	all_cutsites_peak_27841	.	.	Promoter	5	2920827	2927480	6654	1	AT5G09410	405	-6248	Promoter	405	TSS	TSS
Chr5	2928177	2928177	1	*	all_cutsites_peak_27842	.	.	Promoter	5	2928173	2932021	3849	1	AT5G09420	4	-3844	Promoter	4	TSS	TSS
Chr5	2932000	2932000	1	*	all_cutsites_peak_27843	.	.	5' UTR	5	2928173	2932021	3849	1	AT5G09420	3827	-21	5' UTR	-21	TES	TES
Chr5	2933844	2933844	1	*	all_cutsites_peak_27844	.	.	Distal Intergenic	5	2931963	2933423	1461	1	AT5G09430	1881	421	Distal Intergenic	421	TES	TES
Chr5	2935244	2935244	1	*	all_cutsites_peak_27845	.	.	Distal Intergenic	5	2938193	2939715	1523	1	AT5G09440	-2949	-4471	Distal Intergenic	-2949	TSS	Intergenic
Chr5	2935737	2935737	1	*	all_cutsites_peak_27846	.	.	Distal Intergenic	5	2938193	2939715	1523	1	AT5G09440	-2456	-3978	Distal Intergenic	-2456	TSS	Intergenic
Chr5	2936844	2936844	1	*	all_cutsites_peak_27847	.	.	Distal Intergenic	5	2938193	2939715	1523	1	AT5G09440	-1349	-2871	Distal Intergenic	-1349	TSS	Intergenic
Chr5	2937404	2937404	1	*	all_cutsites_peak_27848	.	.	Distal Intergenic	5	2938193	2939715	1523	1	AT5G09440	-789	-2311	Distal Intergenic	-789	TSS	Intergenic
Chr5	2938208	2938208	1	*	all_cutsites_peak_27849	.	.	Promoter	5	2938193	2939715	1523	1	AT5G09440	15	-1507	Promoter	15	TSS	TSS
Chr5	2940421	2940421	1	*	all_cutsites_peak_27850	.	.	Promoter	5	2940676	2941597	922	1	AT5G09445	-255	-1176	Promoter	-255	TSS	TSS
Chr5	2941178	2941178	1	*	all_cutsites_peak_27851	.	.	Promoter	5	2940443	2941493	1051	2	AT5G09443	315	-735	Promoter	315	TSS	TSS
Chr5	2941647	2941647	1	*	all_cutsites_peak_27852	.	.	Promoter	5	2941798	2943668	1871	1	AT5G09450	-151	-2021	Promoter	-151	TSS	TSS
Chr5	2944213	2944213	1	*	all_cutsites_peak_27853	.	.	3' UTR	5	2943738	2946839	3102	2	AT5G09460	2626	-475	3' UTR	-475	TES	TES
Chr5	2946875	2946875	1	*	all_cutsites_peak_27854	.	.	Promoter	5	2943738	2946839	3102	2	AT5G09460	-36	-3137	Promoter	-36	TSS	TSS
Chr5	2948533	2948533	1	*	all_cutsites_peak_27855	.	.	Distal Intergenic	5	2943738	2946839	3102	2	AT5G09460	-1694	-4795	Distal Intergenic	-1694	TSS	Intergenic
Chr5	2950009	2950009	1	*	all_cutsites_peak_27856	.	.	Intron (AT5G09470.1/AT5G09470, intron 1 of 1)	5	2949132	2950695	1564	2	AT5G09470	686	-877	Intron	686	TSS	Gene Body
Chr5	2955058	2955058	1	*	all_cutsites_peak_27857	.	.	3' UTR	5	2955008	2956683	1676	2	AT5G09510	1625	-50	3' UTR	-50	TES	TES
Chr5	2956636	2956636	1	*	all_cutsites_peak_27858	.	.	Promoter	5	2955008	2956683	1676	2	AT5G09510	47	-1628	Promoter	47	TSS	TSS
Chr5	2958324	2958324	1	*	all_cutsites_peak_27859	.	.	3' UTR	5	2958157	2958971	815	2	AT5G09520	647	-167	3' UTR	-167	TES	TES
Chr5	2963352	2963352	1	*	all_cutsites_peak_27860	.	.	Promoter	5	2962057	2963441	1385	2	AT5G09540	89	-1295	Promoter	89	TSS	TSS
Chr5	2967023	2967023	1	*	all_cutsites_peak_27861	.	.	Promoter	5	2967170	2969491	2322	1	AT5G09560	-147	-2468	Promoter	-147	TSS	TSS
Chr5	2975245	2975245	1	*	all_cutsites_peak_27862	.	.	Promoter	5	2975436	2978750	3315	1	AT5G09590	-191	-3505	Promoter	-191	TSS	TSS
Chr5	2983323	2983323	1	*	all_cutsites_peak_27863	.	.	Distal Intergenic	5	2983448	2985760	2313	2	AT5G09620	2437	125	Distal Intergenic	125	TES	TES
Chr5	2985580	2985580	1	*	all_cutsites_peak_27864	.	.	Promoter	5	2983448	2985760	2313	2	AT5G09620	180	-2132	Promoter	180	TSS	TSS
Chr5	2988118	2988118	1	*	all_cutsites_peak_27865	.	.	Promoter	5	2988314	2991156	2843	1	AT5G09640	-196	-3038	Promoter	-196	TSS	TSS
Chr5	2993267	2993267	1	*	all_cutsites_peak_27866	.	.	Promoter	5	2991149	2993213	2065	2	AT5G09650	-54	-2118	Promoter	-54	TSS	TSS
Chr5	2995869	2995869	1	*	all_cutsites_peak_27867	.	.	Promoter	5	2993411	2995784	2374	2	AT5G09660	-85	-2458	Promoter	-85	TSS	TSS
Chr5	2998992	2998992	1	*	all_cutsites_peak_27868	.	.	Promoter	5	2995912	2998932	3021	2	AT5G09670	-60	-3080	Promoter	-60	TSS	TSS
Chr5	3000706	3000706	1	*	all_cutsites_peak_27869	.	.	3' UTR	5	3000612	3003539	2928	2	AT5G09690	2833	-94	3' UTR	-94	TES	TES
Chr5	3003522	3003522	1	*	all_cutsites_peak_27870	.	.	Promoter	5	3000612	3003539	2928	2	AT5G09690	17	-2910	Promoter	17	TSS	TSS
Chr5	3004272	3004272	1	*	all_cutsites_peak_27871	.	.	Exon (AT5G09700.1/AT5G09700, exon 4 of 4)	5	3003666	3005587	1922	2	AT5G09700	1315	-606	Exon	-606	TES	Gene Body
Chr5	3011288	3011288	1	*	all_cutsites_peak_27872	.	.	Promoter	5	3011010	3011147	138	2	AT5G09711	-141	-278	Promoter	-141	TSS	TSS
Chr5	3014950	3014950	1	*	all_cutsites_peak_27873	.	.	3' UTR	5	3014894	3018342	3449	2	AT5G09730	3392	-56	3' UTR	-56	TES	TES
Chr5	3015883	3015883	1	*	all_cutsites_peak_27874	.	.	Exon (AT5G09730.1/AT5G09730, exon 6 of 6)	5	3014894	3018342	3449	2	AT5G09730	2459	-989	Exon	-989	TES	Gene Body
Chr5	3020497	3020497	1	*	all_cutsites_peak_27875	.	.	Distal Intergenic	5	3014894	3018342	3449	2	AT5G09730	-2155	-5603	Distal Intergenic	-2155	TSS	Intergenic
Chr5	3024770	3024770	1	*	all_cutsites_peak_27876	.	.	Promoter	5	3021932	3024763	2832	2	AT5G09740	-7	-2838	Promoter	-7	TSS	TSS
Chr5	3026152	3026152	1	*	all_cutsites_peak_27877	.	.	3' UTR	5	3026109	3027114	1006	2	AT5G09750	962	-43	3' UTR	-43	TES	TES
Chr5	3031108	3031108	1	*	all_cutsites_peak_27878	.	.	Promoter	5	3030817	3030889	73	2	AT5G09755	-219	-291	Promoter	-219	TSS	TSS
Chr5	3032138	3032138	1	*	all_cutsites_peak_27879	.	.	Promoter	5	3032019	3034578	2560	1	AT5G09760	119	-2440	Promoter	119	TSS	TSS
Chr5	3033008	3033008	1	*	all_cutsites_peak_27880	.	.	Exon (AT5G09760.2/AT5G09760, exon 1 of 2)	5	3032019	3034578	2560	1	AT5G09760	989	-1570	Exon	989	TSS	Gene Body
Chr5	3036606	3036606	1	*	all_cutsites_peak_27881	.	.	Promoter	5	3035030	3036596	1567	2	AT5G09770	-10	-1576	Promoter	-10	TSS	TSS
Chr5	3041354	3041354	1	*	all_cutsites_peak_27882	.	.	Promoter	5	3038978	3041206	2229	2	AT5G09790	-148	-2376	Promoter	-148	TSS	TSS
Chr5	3043208	3043208	1	*	all_cutsites_peak_27883	.	.	Exon (AT5G09800.1/AT5G09800, exon 1 of 1)	5	3042904	3044546	1643	2	AT5G09800	1338	-304	Exon	-304	TES	TES
Chr5	3044972	3044972	1	*	all_cutsites_peak_27884	.	.	Promoter	5	3042904	3044546	1643	2	AT5G09800	-426	-2068	Promoter	-426	TSS	TSS
Chr5	3046707	3046707	1	*	all_cutsites_peak_27885	.	.	Promoter	5	3047011	3047753	743	1	AT5G09805	-304	-1046	Promoter	-304	TSS	TSS
Chr5	3048811	3048811	1	*	all_cutsites_peak_27886	.	.	Distal Intergenic	5	3047011	3047753	743	1	AT5G09805	1800	1058	Distal Intergenic	1058	TES	Intergenic
Chr5	3049568	3049568	1	*	all_cutsites_peak_27887	.	.	Distal Intergenic	5	3052062	3054691	2630	1	AT5G09810	-2494	-5123	Distal Intergenic	-2494	TSS	Intergenic
Chr5	3050450	3050450	1	*	all_cutsites_peak_27888	.	.	Distal Intergenic	5	3052062	3054691	2630	1	AT5G09810	-1612	-4241	Distal Intergenic	-1612	TSS	Intergenic
Chr5	3051969	3051969	1	*	all_cutsites_peak_27889	.	.	Promoter	5	3052062	3054691	2630	1	AT5G09810	-93	-2722	Promoter	-93	TSS	TSS
Chr5	3055606	3055606	1	*	all_cutsites_peak_27890	.	.	Distal Intergenic	5	3055618	3057578	1961	2	AT5G09820	1972	12	Distal Intergenic	12	TES	TES
Chr5	3057559	3057559	1	*	all_cutsites_peak_27891	.	.	Promoter	5	3055618	3057578	1961	2	AT5G09820	19	-1941	Promoter	19	TSS	TSS
Chr5	3058873	3058873	1	*	all_cutsites_peak_27892	.	.	Promoter	5	3058907	3062190	3284	1	AT5G09840	-34	-3317	Promoter	-34	TSS	TSS
Chr5	3062790	3062790	1	*	all_cutsites_peak_27893	.	.	3' UTR	5	3062651	3065889	3239	2	AT5G09850	3099	-139	3' UTR	-139	TES	TES
Chr5	3065869	3065869	1	*	all_cutsites_peak_27894	.	.	Promoter	5	3062651	3065889	3239	2	AT5G09850	20	-3218	Promoter	20	TSS	TSS
Chr5	3066497	3066497	1	*	all_cutsites_peak_27895	.	.	Promoter	5	3066562	3070989	4428	1	AT5G09860	-65	-4492	Promoter	-65	TSS	TSS
Chr5	3072338	3072338	1	*	all_cutsites_peak_27896	.	.	Distal Intergenic	5	3072870	3078416	5547	1	AT5G09870	-532	-6078	Distal Intergenic	-532	TSS	Intergenic
Chr5	3078996	3078996	1	*	all_cutsites_peak_27897	.	.	Distal Intergenic	5	3079887	3080435	549	1	AT5G09876	-891	-1439	Distal Intergenic	-891	TSS	Intergenic
Chr5	3085380	3085380	1	*	all_cutsites_peak_27898	.	.	Promoter	5	3081389	3085291	3903	2	AT5G09880	-89	-3991	Promoter	-89	TSS	TSS
Chr5	3089070	3089070	1	*	all_cutsites_peak_27899	.	.	Promoter	5	3085544	3089119	3576	2	AT5G09890	49	-3526	Promoter	49	TSS	TSS
